Player,team,Age,Pos,dominant_hand,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,HBP,TB,GIDP,SH,SF,IBB,BA,OBP,SLG,OPS,OPS+,rOBA,Rbat+,WAR,Awards
Jonny DeLuca,rays,25.0,OF,Right,107.0,362.0,332.0,29.0,72.0,12.0,4.0,6.0,31.0,16.0,6.0,24.0,77.0,4.0,110.0,1.0,2.0,0.0,1.0,0.217,0.278,0.331,0.609,75.0,0.279,76.0,0.6,
Richie Palacios,rays,27.0,UT,Left,92.0,316.0,264.0,46.0,59.0,8.0,1.0,5.0,21.0,19.0,1.0,45.0,67.0,5.0,84.0,5.0,0.0,1.0,2.0,0.223,0.346,0.318,0.664,94.0,0.318,96.0,1.8,
Amed Rosario,rays,28.0,UT,Right,76.0,275.0,264.0,22.0,81.0,17.0,3.0,2.0,26.0,9.0,4.0,7.0,48.0,3.0,110.0,9.0,0.0,1.0,0.0,0.307,0.331,0.417,0.748,114.0,0.333,116.0,0.5,
Taylor Walls,rays,27.0,SS,Both,84.0,252.0,218.0,27.0,40.0,5.0,3.0,1.0,14.0,16.0,4.0,31.0,67.0,0.0,54.0,3.0,0.0,3.0,0.0,0.183,0.282,0.248,0.529,55.0,0.251,53.0,1.4,
Christopher Morel,rays,25.0,2B,Right,49.0,190.0,173.0,13.0,33.0,4.0,2.0,3.0,9.0,1.0,2.0,14.0,56.0,2.0,50.0,4.0,0.0,1.0,1.0,0.191,0.258,0.289,0.547,57.0,0.241,53.0,-0.8,
Junior Caminero,rays,20.0,3B,Right,43.0,177.0,165.0,15.0,41.0,9.0,1.0,6.0,18.0,2.0,0.0,11.0,38.0,1.0,70.0,2.0,0.0,0.0,2.0,0.248,0.299,0.424,0.724,105.0,0.315,102.0,0.7,
Alex Jackson,rays,28.0,C,Right,58.0,155.0,139.0,17.0,17.0,7.0,0.0,3.0,12.0,1.0,0.0,12.0,53.0,2.0,33.0,2.0,1.0,1.0,0.0,0.122,0.201,0.237,0.439,26.0,0.213,29.0,-0.4,
Jonathan Aranda,rays,26.0,1B,Left,44.0,143.0,128.0,22.0,30.0,7.0,0.0,6.0,14.0,0.0,0.0,12.0,32.0,2.0,55.0,2.0,0.0,1.0,0.0,0.234,0.308,0.43,0.737,109.0,0.325,111.0,0.7,
Curtis Mead,rays,23.0,IF,Right,38.0,132.0,122.0,10.0,29.0,3.0,0.0,1.0,7.0,2.0,0.0,6.0,30.0,2.0,35.0,2.0,0.0,1.0,0.0,0.238,0.282,0.287,0.569,65.0,0.259,61.0,-0.5,
Dylan Carlson,rays,25.0,LF,Both,37.0,127.0,114.0,7.0,25.0,2.0,0.0,3.0,14.0,2.0,0.0,10.0,38.0,3.0,36.0,0.0,0.0,0.0,0.0,0.219,0.299,0.316,0.615,78.0,0.281,77.0,-0.3,
Austin Shenton,rays,26.0,1B,Left,19.0,50.0,42.0,3.0,9.0,5.0,0.0,1.0,3.0,0.0,0.0,8.0,14.0,0.0,17.0,1.0,0.0,0.0,0.0,0.214,0.34,0.405,0.745,114.0,0.329,114.0,0.1,
René Pinto,rays,27.0,C,Right,19.0,49.0,42.0,5.0,9.0,3.0,0.0,2.0,6.0,0.0,0.0,4.0,18.0,1.0,18.0,0.0,1.0,1.0,0.0,0.214,0.292,0.429,0.72,104.0,0.306,97.0,-0.1,
Logan Driscoll,rays,26.0,C,Left,15.0,37.0,35.0,2.0,6.0,0.0,0.0,1.0,5.0,0.0,0.0,1.0,6.0,0.0,9.0,0.0,0.0,1.0,0.0,0.171,0.189,0.257,0.446,27.0,0.186,11.0,-0.1,
Niko Goodrum,rays,32.0,UT,Both,9.0,18.0,16.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,0.0,3.0,0.0,1.0,0.0,0.0,0.188,0.235,0.188,0.423,24.0,0.169,16.0,-0.4,
Kameron Misner,rays,26.0,OF,Left,8.0,15.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.067,0.067,0.067,0.133,-61.0,0.06,-79.0,-0.3,
Rob Brantly,rays,34.0,C,Left,3.0,9.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.111,0.111,0.111,0.222,-36.0,0.099,-51.0,0.0,
Team Totals,rays,,,Right,162.0,6006.0,5389.0,604.0,1241.0,245.0,23.0,147.0,564.0,178.0,53.0,493.0,1485.0,78.0,1973.0,87.0,10.0,32.0,15.0,0.23,0.302,0.366,0.669,92.0,0.301,92.0,15.0,
Jonah Heim,rangers,29.0,C,Both,131.0,491.0,459.0,45.0,101.0,12.0,1.0,13.0,59.0,1.0,1.0,26.0,90.0,4.0,154.0,13.0,0.0,2.0,0.0,0.22,0.267,0.336,0.602,75.0,0.268,71.0,1.1,
Nathaniel Lowe,rangers,28.0,1B,Left,140.0,565.0,486.0,62.0,129.0,16.0,1.0,16.0,69.0,2.0,0.0,71.0,125.0,4.0,195.0,9.0,0.0,4.0,1.0,0.265,0.361,0.401,0.762,123.0,0.342,122.0,2.7,
Marcus Semien,rangers,33.0,2B,Right,159.0,718.0,650.0,101.0,154.0,27.0,2.0,23.0,74.0,8.0,3.0,64.0,105.0,3.0,254.0,9.0,0.0,1.0,2.0,0.237,0.308,0.391,0.699,103.0,0.31,100.0,4.1,AS
Corey Seager,rangers,30.0,SS,Left,123.0,533.0,475.0,68.0,132.0,21.0,0.0,30.0,74.0,1.0,1.0,53.0,96.0,3.0,243.0,8.0,0.0,2.0,11.0,0.278,0.353,0.512,0.864,149.0,0.363,139.0,5.0,ASMVP-15
Josh Smith,rangers,26.0,3B,Left,149.0,592.0,523.0,67.0,135.0,30.0,1.0,13.0,62.0,11.0,2.0,46.0,121.0,18.0,206.0,6.0,2.0,3.0,1.0,0.258,0.337,0.394,0.731,114.0,0.329,112.0,3.2,SS
Wyatt Langford,rangers,22.0,LF,Right,134.0,557.0,499.0,74.0,126.0,25.0,4.0,16.0,74.0,19.0,3.0,51.0,115.0,4.0,207.0,6.0,0.0,3.0,3.0,0.253,0.325,0.415,0.74,115.0,0.329,110.0,3.9,ROY-7
Leody Taveras,rangers,25.0,CF,Both,151.0,529.0,480.0,59.0,110.0,17.0,3.0,12.0,44.0,23.0,6.0,42.0,112.0,0.0,169.0,8.0,3.0,4.0,0.0,0.229,0.289,0.352,0.641,87.0,0.293,84.0,0.5,
Adolis García,rangers,31.0,RF,Right,154.0,637.0,580.0,68.0,130.0,27.0,0.0,25.0,85.0,11.0,5.0,45.0,177.0,6.0,232.0,12.0,0.0,6.0,2.0,0.224,0.284,0.4,0.684,98.0,0.302,94.0,0.3,
Travis Jankowski,rangers,33.0,DH,Left,104.0,207.0,190.0,19.0,38.0,5.0,0.0,1.0,12.0,11.0,1.0,12.0,44.0,5.0,46.0,3.0,0.0,0.0,0.0,0.2,0.266,0.242,0.508,51.0,0.256,54.0,0.3,
Ezequiel Durán,rangers,25.0,3B,Right,92.0,285.0,268.0,26.0,66.0,11.0,0.0,3.0,20.0,1.0,2.0,14.0,63.0,2.0,86.0,6.0,0.0,1.0,0.0,0.246,0.288,0.321,0.609,78.0,0.273,75.0,0.0,
Josh Jung,rangers,26.0,3B,Right,46.0,188.0,178.0,19.0,47.0,5.0,1.0,7.0,16.0,4.0,0.0,8.0,48.0,1.0,75.0,1.0,0.0,1.0,0.0,0.264,0.298,0.421,0.719,108.0,0.319,103.0,0.6,
Evan Carter,rangers,21.0,LF,Left,45.0,162.0,144.0,23.0,27.0,6.0,2.0,5.0,15.0,2.0,0.0,15.0,43.0,2.0,52.0,1.0,0.0,1.0,0.0,0.188,0.272,0.361,0.633,83.0,0.284,79.0,0.6,
Robbie Grossman,rangers,34.0,DH,Both,46.0,122.0,105.0,13.0,25.0,4.0,0.0,3.0,10.0,1.0,0.0,16.0,25.0,0.0,38.0,5.0,0.0,1.0,0.0,0.238,0.336,0.362,0.698,105.0,0.318,104.0,0.2,
Carson Kelly,rangers,29.0,C,Right,31.0,110.0,102.0,11.0,24.0,5.0,0.0,2.0,8.0,0.0,0.0,8.0,15.0,0.0,35.0,3.0,0.0,0.0,0.0,0.235,0.291,0.343,0.634,85.0,0.286,83.0,-0.2,
Andrew Knizner,rangers,29.0,C,Right,35.0,93.0,90.0,5.0,15.0,1.0,0.0,1.0,9.0,0.0,0.0,1.0,22.0,1.0,19.0,2.0,0.0,1.0,0.0,0.167,0.183,0.211,0.394,15.0,0.183,9.0,-0.9,
Jared Walsh,rangers,30.0,1B,Left,17.0,60.0,53.0,9.0,12.0,2.0,0.0,1.0,7.0,0.0,0.0,7.0,21.0,0.0,17.0,2.0,0.0,0.0,0.0,0.226,0.317,0.321,0.637,88.0,0.288,84.0,-0.2,
Davis Wendzel,rangers,27.0,3B,Right,27.0,49.0,47.0,2.0,6.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,12.0,1.0,11.0,1.0,0.0,0.0,0.0,0.128,0.163,0.234,0.397,15.0,0.174,3.0,-0.1,
Derek Hill,rangers,28.0,OF,Right,16.0,45.0,43.0,5.0,11.0,0.0,0.0,3.0,5.0,2.0,1.0,2.0,14.0,0.0,20.0,1.0,0.0,0.0,0.0,0.256,0.289,0.465,0.754,116.0,0.365,140.0,0.0,
Justin Foscue,rangers,25.0,DH,Right,15.0,44.0,42.0,3.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,18.0,0.0,3.0,0.0,0.0,0.0,0.0,0.048,0.091,0.071,0.162,-51.0,0.08,-65.0,-0.7,
Jonathan Ornelas,rangers,24.0,IF,Right,18.0,40.0,37.0,1.0,8.0,2.0,0.0,0.0,3.0,0.0,0.0,2.0,13.0,0.0,10.0,0.0,1.0,0.0,0.0,0.216,0.256,0.27,0.527,55.0,0.237,46.0,0.0,
Matt Duffy,rangers,33.0,3B,Right,4.0,10.0,7.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.286,0.5,0.286,0.786,139.0,0.388,156.0,0.2,
Dustin Harris,rangers,24.0,DH,Left,2.0,7.0,6.0,1.0,2.0,1.0,0.0,1.0,3.0,0.0,0.0,1.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.333,0.429,1.0,1.429,301.0,0.568,285.0,0.2,
Sandro Fabian,rangers,26.0,OF,Right,3.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-100.0,0.0,-121.0,-0.1,
Sam Huff,rangers,26.0,C,Right,3.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.25,-17.0,0.172,0.0,0.0,
David Robertson,rangers,39.0,P,Right,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,
Yerry Rodríguez,rangers,26.0,P,Right,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,
José Leclerc,rangers,30.0,P,Right,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,
Jacob Latz,rangers,28.0,P,Right,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,
Jonathan Hernández,rangers,27.0,P,Right,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,
José Ureña,rangers,32.0,P,Right,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,
Owen White,rangers,24.0,P,Right,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,
Kirby Yates,rangers,37.0,P,Left,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,ASCYA-8
Team Totals,rangers,,,Right,162.0,6053.0,5472.0,683.0,1302.0,220.0,15.0,176.0,652.0,97.0,25.0,490.0,1284.0,55.0,2080.0,96.0,6.0,30.0,20.0,0.238,0.305,0.38,0.686,100.0,0.306,96.0,20.7,
Alejandro Kirk,bluejays,25.0,C,Right,103.0,386.0,340.0,23.0,86.0,19.0,1.0,5.0,54.0,0.0,0.0,35.0,51.0,2.0,122.0,11.0,0.0,9.0,1.0,0.253,0.319,0.359,0.677,92.0,0.303,94.0,2.0,
Vladimir Guerrero Jr.,bluejays,25.0,1B,Right,159.0,697.0,616.0,98.0,199.0,44.0,1.0,30.0,103.0,2.0,2.0,72.0,96.0,5.0,335.0,16.0,0.0,4.0,12.0,0.323,0.396,0.544,0.94,164.0,0.399,165.0,6.2,ASMVP-6SS
Spencer Horwitz,bluejays,26.0,2B,Left,97.0,381.0,328.0,46.0,87.0,19.0,0.0,12.0,40.0,0.0,0.0,42.0,70.0,7.0,142.0,8.0,0.0,4.0,2.0,0.265,0.357,0.433,0.79,123.0,0.346,125.0,1.2,
Bo Bichette,bluejays,26.0,SS,Right,81.0,336.0,311.0,29.0,70.0,16.0,1.0,4.0,31.0,5.0,1.0,20.0,64.0,3.0,100.0,12.0,0.0,2.0,1.0,0.225,0.277,0.322,0.598,70.0,0.269,68.0,-0.3,
Ernie Clement,bluejays,28.0,3B,Right,139.0,452.0,434.0,48.0,114.0,21.0,3.0,12.0,51.0,12.0,3.0,11.0,41.0,3.0,177.0,11.0,2.0,2.0,1.0,0.263,0.284,0.408,0.692,94.0,0.317,102.0,3.4,
Davis Schneider,bluejays,25.0,LF,Right,135.0,454.0,397.0,48.0,76.0,19.0,1.0,13.0,46.0,6.0,0.0,47.0,144.0,5.0,136.0,2.0,0.0,5.0,0.0,0.191,0.282,0.343,0.625,77.0,0.28,76.0,0.0,
Daulton Varsho,bluejays,27.0,CF,Left,136.0,513.0,459.0,73.0,98.0,21.0,7.0,18.0,58.0,10.0,2.0,48.0,137.0,4.0,187.0,2.0,1.0,1.0,1.0,0.214,0.293,0.407,0.7,96.0,0.306,94.0,5.0,GG
George Springer,bluejays,34.0,RF,Right,145.0,614.0,545.0,74.0,120.0,19.0,3.0,19.0,56.0,16.0,1.0,60.0,115.0,6.0,202.0,16.0,0.0,2.0,0.0,0.22,0.303,0.371,0.674,91.0,0.312,97.0,1.1,
Justin Turner,bluejays,39.0,DH,Right,91.0,349.0,301.0,37.0,77.0,17.0,0.0,6.0,31.0,0.0,2.0,39.0,60.0,6.0,112.0,15.0,0.0,3.0,0.0,0.256,0.35,0.372,0.722,106.0,0.321,109.0,0.4,
Isiah Kiner-Falefa,bluejays,29.0,IF,Right,83.0,281.0,257.0,32.0,75.0,8.0,2.0,7.0,33.0,3.0,1.0,13.0,37.0,6.0,108.0,9.0,3.0,2.0,0.0,0.292,0.338,0.42,0.758,114.0,0.338,119.0,3.2,
Danny Jansen,bluejays,29.0,C,Right,62.0,228.0,198.0,27.0,42.0,13.0,0.0,6.0,18.0,0.0,0.0,25.0,42.0,2.0,73.0,1.0,0.0,3.0,0.0,0.212,0.303,0.369,0.671,90.0,0.3,92.0,0.6,
Addison Barger,bluejays,24.0,UT,Left,69.0,225.0,208.0,20.0,41.0,11.0,0.0,7.0,28.0,2.0,0.0,14.0,60.0,1.0,73.0,1.0,0.0,1.0,0.0,0.197,0.25,0.351,0.601,68.0,0.272,70.0,0.4,
Kevin Kiermaier,bluejays,34.0,CF,Left,82.0,217.0,200.0,24.0,39.0,7.0,2.0,4.0,18.0,5.0,0.0,10.0,66.0,1.0,62.0,3.0,5.0,1.0,0.0,0.195,0.236,0.31,0.546,54.0,0.25,51.0,0.9,
Leo Jiménez,bluejays,23.0,MI,Right,63.0,210.0,179.0,18.0,41.0,11.0,0.0,4.0,19.0,0.0,0.0,12.0,59.0,16.0,64.0,6.0,0.0,3.0,0.0,0.229,0.329,0.358,0.686,95.0,0.31,99.0,0.9,
Joey Loperfido,bluejays,25.0,LF,Left,43.0,144.0,137.0,13.0,27.0,8.0,3.0,2.0,9.0,2.0,1.0,6.0,52.0,1.0,47.0,2.0,0.0,0.0,0.0,0.197,0.236,0.343,0.579,62.0,0.263,65.0,0.2,
Cavan Biggio,bluejays,29.0,2B,Left,44.0,131.0,110.0,15.0,22.0,4.0,0.0,2.0,9.0,2.0,0.0,14.0,42.0,6.0,32.0,1.0,0.0,0.0,0.0,0.2,0.323,0.291,0.614,77.0,0.29,82.0,0.5,
Nathan Lukes,bluejays,29.0,OF,Left,22.0,91.0,76.0,13.0,23.0,4.0,2.0,1.0,10.0,1.0,0.0,10.0,9.0,0.0,34.0,1.0,2.0,3.0,0.0,0.303,0.371,0.447,0.818,131.0,0.355,130.0,1.2,
Will Wagner,bluejays,25.0,2B,Left,24.0,86.0,82.0,8.0,25.0,6.0,0.0,2.0,11.0,0.0,0.0,4.0,16.0,0.0,37.0,3.0,0.0,0.0,0.0,0.305,0.337,0.451,0.788,122.0,0.354,130.0,0.7,
Daniel Vogelbach,bluejays,31.0,DH,Left,31.0,79.0,70.0,5.0,13.0,5.0,0.0,1.0,8.0,0.0,0.0,9.0,17.0,0.0,21.0,4.0,0.0,0.0,0.0,0.186,0.278,0.3,0.578,65.0,0.262,65.0,-0.4,
Brian Serven,bluejays,29.0,C,Right,28.0,71.0,63.0,6.0,10.0,4.0,0.0,0.0,3.0,0.0,0.0,5.0,22.0,2.0,14.0,0.0,1.0,0.0,0.0,0.159,0.243,0.222,0.465,34.0,0.229,40.0,0.2,
Steward Berroa,bluejays,25.0,OF,Both,28.0,45.0,37.0,7.0,7.0,1.0,0.0,0.0,1.0,6.0,2.0,8.0,14.0,0.0,8.0,0.0,0.0,0.0,0.0,0.189,0.333,0.216,0.55,61.0,0.298,83.0,0.3,
Luis De Los Santos,bluejays,26.0,3B,Right,13.0,31.0,29.0,2.0,5.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,10.0,0.0,7.0,2.0,0.0,0.0,0.0,0.172,0.226,0.241,0.467,33.0,0.208,26.0,-0.1,
Jonatan Clase,bluejays,22.0,CF,Both,7.0,23.0,20.0,3.0,7.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,3.0,2.0,11.0,0.0,0.0,0.0,0.0,0.35,0.435,0.55,0.985,178.0,0.443,210.0,0.2,
Tyler Heineman,bluejays,33.0,C,Both,5.0,13.0,10.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1,0.308,0.1,0.408,24.0,0.22,34.0,0.1,
Orelvis Martínez,bluejays,22.0,2B,Right,1.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.333,0.333,0.333,0.667,91.0,0.298,91.0,0.0,
Chad Green,bluejays,33.0,P,Left,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,
Génesis Cabrera,bluejays,27.0,P,Left,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,
Team Totals,bluejays,,,Right,162.0,6060.0,5410.0,671.0,1306.0,280.0,26.0,156.0,640.0,72.0,16.0,510.0,1233.0,78.0,2106.0,126.0,14.0,45.0,18.0,0.241,0.313,0.389,0.703,98.0,0.314,101.0,27.7,
Keibert Ruiz,nationals,25.0,C,Both,127.0,485.0,459.0,46.0,105.0,21.0,0.0,13.0,57.0,3.0,1.0,16.0,54.0,5.0,165.0,13.0,0.0,5.0,0.0,0.229,0.26,0.359,0.619,74.0,0.27,70.0,0.6,
Joey Gallo,nationals,30.0,1B,Left,76.0,260.0,223.0,24.0,36.0,9.0,0.0,10.0,27.0,3.0,1.0,32.0,102.0,4.0,75.0,1.0,0.0,1.0,0.0,0.161,0.277,0.336,0.613,73.0,0.282,78.0,0.3,
Luis García Jr.,nationals,24.0,2B,Left,140.0,528.0,500.0,58.0,141.0,25.0,1.0,18.0,70.0,22.0,5.0,27.0,86.0,0.0,222.0,12.0,0.0,1.0,2.0,0.282,0.318,0.444,0.762,114.0,0.336,114.0,2.2,
CJ Abrams,nationals,23.0,SS,Left,138.0,602.0,541.0,79.0,133.0,29.0,6.0,20.0,65.0,31.0,12.0,40.0,128.0,16.0,234.0,4.0,1.0,4.0,3.0,0.246,0.314,0.433,0.747,109.0,0.324,108.0,3.4,AS
Trey Lipscomb,nationals,24.0,3B,Right,61.0,211.0,190.0,20.0,38.0,3.0,0.0,1.0,10.0,11.0,2.0,16.0,40.0,2.0,44.0,7.0,1.0,1.0,0.0,0.2,0.268,0.232,0.5,44.0,0.248,48.0,-0.1,
James Wood,nationals,21.0,LF,Left,79.0,336.0,295.0,43.0,78.0,13.0,4.0,9.0,41.0,14.0,8.0,39.0,97.0,2.0,126.0,1.0,0.0,0.0,1.0,0.264,0.354,0.427,0.781,121.0,0.343,124.0,1.1,
Jacob Young,nationals,24.0,CF,Right,150.0,521.0,468.0,75.0,120.0,24.0,1.0,3.0,36.0,33.0,10.0,30.0,102.0,12.0,155.0,11.0,9.0,2.0,0.0,0.256,0.316,0.331,0.648,85.0,0.299,87.0,2.8,
Lane Thomas,nationals,28.0,RF,Right,77.0,341.0,300.0,42.0,76.0,16.0,3.0,8.0,40.0,28.0,12.0,32.0,72.0,5.0,122.0,4.0,0.0,4.0,0.0,0.253,0.331,0.407,0.738,108.0,0.334,115.0,0.5,
Jesse Winker,nationals,30.0,DH,Left,101.0,379.0,315.0,51.0,81.0,18.0,0.0,11.0,45.0,14.0,4.0,53.0,84.0,7.0,132.0,9.0,2.0,2.0,2.0,0.257,0.374,0.419,0.793,125.0,0.358,131.0,1.9,
Joey Meneses,nationals,32.0,1B,Right,76.0,313.0,281.0,19.0,65.0,11.0,0.0,3.0,42.0,2.0,0.0,21.0,63.0,5.0,85.0,9.0,0.0,6.0,1.0,0.231,0.291,0.302,0.593,69.0,0.28,76.0,-0.5,
Ildemaro Vargas,nationals,32.0,IF,Both,95.0,303.0,272.0,21.0,67.0,16.0,0.0,1.0,30.0,9.0,4.0,19.0,31.0,2.0,86.0,9.0,5.0,5.0,0.0,0.246,0.295,0.316,0.611,74.0,0.273,72.0,-0.5,
Juan Yepez,nationals,26.0,1B,Right,62.0,249.0,226.0,32.0,64.0,15.0,0.0,6.0,26.0,2.0,1.0,18.0,42.0,1.0,97.0,9.0,1.0,3.0,0.0,0.283,0.335,0.429,0.764,115.0,0.337,118.0,0.6,
Nick Senzel,nationals,29.0,3B,Right,64.0,235.0,206.0,25.0,43.0,10.0,0.0,7.0,18.0,1.0,3.0,27.0,53.0,1.0,74.0,6.0,0.0,0.0,1.0,0.209,0.303,0.359,0.663,88.0,0.291,89.0,-0.7,
Eddie Rosario,nationals,32.0,OF,Left,67.0,235.0,219.0,26.0,40.0,11.0,0.0,7.0,26.0,8.0,1.0,13.0,54.0,0.0,72.0,4.0,1.0,2.0,0.0,0.183,0.226,0.329,0.555,55.0,0.254,54.0,-1.2,
José Tena,nationals,23.0,3B,Left,41.0,164.0,157.0,14.0,43.0,5.0,0.0,3.0,15.0,6.0,1.0,7.0,39.0,0.0,57.0,1.0,0.0,0.0,0.0,0.274,0.305,0.363,0.668,89.0,0.297,86.0,0.3,
Andrés Chaparro,nationals,25.0,DH,Right,33.0,132.0,121.0,12.0,26.0,12.0,0.0,4.0,15.0,1.0,1.0,7.0,24.0,4.0,50.0,3.0,0.0,0.0,0.0,0.215,0.28,0.413,0.694,94.0,0.305,97.0,-0.1,
Dylan Crews,nationals,22.0,RF,Right,31.0,132.0,119.0,12.0,26.0,5.0,1.0,3.0,8.0,12.0,3.0,11.0,26.0,1.0,42.0,4.0,0.0,1.0,0.0,0.218,0.288,0.353,0.641,81.0,0.296,82.0,0.6,
Riley Adams,nationals,28.0,C,Right,41.0,130.0,116.0,10.0,26.0,5.0,1.0,2.0,8.0,1.0,0.0,10.0,35.0,2.0,39.0,4.0,0.0,2.0,1.0,0.224,0.292,0.336,0.629,78.0,0.292,84.0,0.2,
Alex Call,nationals,29.0,RF,Right,30.0,113.0,99.0,15.0,34.0,9.0,0.0,3.0,14.0,5.0,1.0,12.0,19.0,2.0,52.0,2.0,0.0,0.0,0.0,0.343,0.425,0.525,0.95,168.0,0.429,181.0,1.5,
Nasim Nuñez,nationals,23.0,SS,Both,51.0,78.0,61.0,14.0,15.0,1.0,0.0,0.0,1.0,8.0,2.0,12.0,15.0,0.0,16.0,1.0,5.0,0.0,0.0,0.246,0.37,0.262,0.632,85.0,0.331,106.0,0.7,
Harold Ramírez,nationals,29.0,DH,Right,25.0,77.0,74.0,7.0,18.0,4.0,1.0,1.0,16.0,1.0,0.0,2.0,17.0,1.0,27.0,0.0,0.0,0.0,0.0,0.243,0.273,0.365,0.638,79.0,0.278,74.0,-0.2,
Drew Millas,nationals,26.0,C,Both,20.0,62.0,57.0,7.0,14.0,1.0,0.0,1.0,1.0,4.0,0.0,5.0,16.0,0.0,18.0,1.0,0.0,0.0,0.0,0.246,0.306,0.316,0.622,78.0,0.302,82.0,0.4,
Víctor Robles,nationals,27.0,OF,Right,14.0,33.0,25.0,3.0,3.0,0.0,0.0,0.0,2.0,4.0,1.0,5.0,9.0,1.0,3.0,0.0,1.0,1.0,0.0,0.12,0.281,0.12,0.401,20.0,0.254,48.0,0.1,
Travis Blankenhorn,nationals,27.0,DH,Left,13.0,32.0,31.0,2.0,4.0,1.0,0.0,0.0,5.0,0.0,0.0,1.0,9.0,0.0,5.0,0.0,0.0,0.0,0.0,0.129,0.156,0.161,0.318,-9.0,0.144,-21.0,-0.5,
Darren Baker,nationals,25.0,UT,Left,9.0,14.0,14.0,1.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,9.0,0.0,0.0,0.0,0.0,0.5,0.5,0.643,1.143,222.0,0.483,224.0,0.0,
Stone Garrett,nationals,28.0,DH,Right,2.0,6.0,5.0,2.0,3.0,1.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.6,0.667,1.4,2.067,465.0,0.807,455.0,0.3,
Derek Law,nationals,33.0,P,Right,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,
Kyle Finnegan,nationals,32.0,P,Right,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,AS
Team Totals,nationals,,,Right,162.0,5971.0,5374.0,660.0,1306.0,267.0,18.0,135.0,621.0,223.0,73.0,456.0,1220.0,73.0,2014.0,115.0,26.0,40.0,11.0,0.243,0.309,0.375,0.684,93.0,0.308,95.0,13.7,
